Array Size,Seed,S Value,Runtime (s),Comparisons
100000,45,30,0.29298910000034084,1862221
100000,46,1,0.315338200000042,1536643
100000,46,2,0.27788929999951506,1536643
100000,46,3,0.25718200000028446,1536581
100000,46,4,0.26505679999991116,1536997
100000,46,5,0.25055370000063704,1536997
100000,46,6,0.24580200000036712,1555300
100000,46,7,0.24126580000029207,1558597
100000,46,8,0.23641950000001088,1558597
100000,46,9,0.2331810999994559,1558597
100000,46,10,0.23721410000052856,1558597
100000,46,11,0.23142149999966932,1558597
100000,46,12,0.23078199999963545,1620438
100000,46,13,0.22936029999982566,1640057
100000,46,14,0.23197110000000976,1640057
100000,46,15,0.2369994000000588,1640057
100000,46,16,0.23255560000052355,1640057
100000,46,17,0.22526529999959166,1640057
100000,46,18,0.23329699999976583,1640057
100000,46,19,0.2350429999996777,1640057
100000,46,20,0.2300769000003129,1640057
100000,46,21,0.23005519999969692,1640057
100000,46,22,0.2318806000002951,1640057
100000,46,23,0.23308520000045974,1640057
100000,46,24,0.24132129999998142,1766014
100000,46,25,0.2585529999996652,1862949
100000,46,26,0.2503249000001233,1862949
100000,46,27,0.26133419999951,1862949
100000,46,28,0.2522892999995747,1862949
100000,46,29,0.2446866999998747,1862949
100000,46,30,0.2627566000001025,1862949
500000,42,1,1.8543758000005255,8837392
500000,42,2,1.6239438000002338,8837392
500000,42,3,1.617011399999683,8837349
500000,42,4,1.4938958999991883,8864025
500000,42,5,1.537128500000108,8864025
500000,42,6,1.5189235999996527,8864025
500000,42,7,1.474518199999693,8910726
500000,42,8,1.4620469000001322,9037029
500000,42,9,1.4472249000000375,9037029
500000,42,10,1.4538748999993913,9037029
500000,42,11,1.434785099999317,9037029
500000,42,12,1.43674159999955,9037029
500000,42,13,1.4577555000005304,9037029
500000,42,14,1.4409717000007731,9037029
500000,42,15,1.4866126999995686,9444437
500000,42,16,1.4387444000003597,9613186
500000,42,17,1.468847299999652,9613186
500000,42,18,1.4406675000000178,9613186
500000,42,19,1.456358800000089,9613186
500000,42,20,1.4983657000002495,9613186
500000,42,21,1.4728379999996832,9613186
500000,42,22,1.4811190000000352,9613186
500000,42,23,1.438749099999768,9613186
500000,42,24,1.455971899999895,9613186
500000,42,25,1.4319982999995773,9613186
500000,42,26,1.4682938999994803,9613186
500000,42,27,1.46533189999991,9613186
500000,42,28,1.464578099999926,9613186
500000,42,29,1.5030105999994703,9613186
500000,42,30,1.4959614999997939,10303597
500000,43,1,1.8410474999991493,8837181
500000,43,2,1.5880766000000222,8837181
500000,43,3,1.5928100999999515,8836977
500000,43,4,1.5336458000001585,8863596
500000,43,5,1.4879750000000058,8863596
500000,43,6,1.5150121000006038,8863596
500000,43,7,1.5052449000004344,8910419
500000,43,8,1.4217403000002378,9035713
500000,43,9,1.4356726999994862,9035713
500000,43,10,1.4155107000005955,9035713
500000,43,11,1.4438755000001038,9035713
500000,43,12,1.4415625000001455,9035713
500000,43,13,1.412958200000503,9035713
500000,43,14,1.4843739999996615,9035713
500000,43,15,1.4360697999991316,9441867
500000,43,16,1.469085499999892,9609907
500000,43,17,1.4316979999994146,9609907
500000,43,18,1.492938000000322,9609907
500000,43,19,1.4436308999993344,9609907
500000,43,20,1.4518557999999757,9609907
500000,43,21,1.4441325000007055,9609907
500000,43,22,1.4400096999997913,9609907
500000,43,23,1.429160700000466,9609907
500000,43,24,1.4432447999997748,9609907
500000,43,25,1.4417504000002737,9609907
500000,43,26,1.4387003000001641,9609907
500000,43,27,1.4321294000001217,9609907
500000,43,28,1.4609188000003996,9609907
500000,43,29,1.4465319999999338,9609907
500000,43,30,1.486570500000198,10298431
500000,44,1,1.8078041000007943,8837057
500000,44,2,1.6373113999998168,8837057
500000,44,3,1.5984354000001986,8837030
500000,44,4,1.489838000000418,8864227
500000,44,5,1.5116256999999678,8864227
500000,44,6,1.5346095000004425,8864227
500000,44,7,1.4537844999995286,8911430
500000,44,8,1.4816628999997192,9037504
500000,44,9,1.517606300000807,9037504
500000,44,10,1.4251526999996713,9037504
500000,44,11,1.4583902000003945,9037504
500000,44,12,1.492503399999805,9037504
500000,44,13,1.470703300000423,9037504
500000,44,14,1.4648262999999133,9037504
500000,44,15,1.4914501000002929,9446413
500000,44,16,1.4897406999998566,9614835
500000,44,17,1.4620043000004443,9614835
500000,44,18,1.4954455999995844,9614835
500000,44,19,1.4797289999996792,9614835
500000,44,20,1.4726043999999092,9614835
500000,44,21,1.4640380999999252,9614835
500000,44,22,1.4821861000000354,9614835
500000,44,23,1.4716865000000325,9614835
500000,44,24,1.4421722999995836,9614835
500000,44,25,1.4342212999999902,9614835
500000,44,26,1.491796099999192,9614835
500000,44,27,1.5236750999993092,9614835
500000,44,28,1.5072616999996171,9614835
500000,44,29,1.6759562000006554,9614835
500000,44,30,1.583136999999624,10302730
500000,45,1,1.8113510000002861,8837954
500000,45,2,1.739408800000092,8837954
500000,45,3,1.822183500000392,8837884
500000,45,4,1.7622371999996176,8864603
500000,45,5,1.643090000000484,8864603
500000,45,6,1.5439010000000053,8864603
500000,45,7,1.523587900000166,8910935
500000,45,8,1.5191931999997905,9037539
500000,45,9,1.4673978000000716,9037539
500000,45,10,1.609226900000067,9037539
500000,45,11,1.4264842000002318,9037539
500000,45,12,1.5327792999996745,9037539
500000,45,13,1.4421368000002985,9037539
500000,45,14,1.6277475999995659,9037539
500000,45,15,1.666842199999337,9443189
500000,45,16,1.6266979999991236,9612561
500000,45,17,1.6861985000005006,9612561
500000,45,18,1.7543754999996963,9612561
500000,45,19,1.6909530000002633,9612561
500000,45,20,1.5983788999992612,9612561
500000,45,21,1.5225516000000425,9612561
500000,45,22,1.4875858000004882,9612561
500000,45,23,1.474270400000023,9612561
500000,45,24,1.448858900000232,9612561
500000,45,25,1.5013864000002286,9612561
500000,45,26,1.4720010000000912,9612561
500000,45,27,1.4831074000003355,9612561
500000,45,28,1.5046505000000252,9612561
500000,45,29,1.4386101000000053,9612561
500000,45,30,1.4903457999998864,10297839
500000,46,1,1.8426481000005879,8837267
500000,46,2,1.5955939000004946,8837267
500000,46,3,1.5820163999997021,8837437
500000,46,4,1.4756186999993588,8863848
500000,46,5,1.5663557999996556,8863848
500000,46,6,1.4778716000000713,8863848
500000,46,7,1.4613030000000435,8910407
500000,46,8,1.464777199999844,9037216
500000,46,9,1.4986907000002248,9037216
500000,46,10,1.4660570999994889,9037216
500000,46,11,1.4615671999999904,9037216
500000,46,12,1.4399658000002091,9037216
500000,46,13,1.4309315000000424,9037216
500000,46,14,1.4038071000004493,9037216
500000,46,15,1.466196399999717,9443343
500000,46,16,1.4480278999999427,9610418
500000,46,17,1.4674582000006922,9610418
500000,46,18,1.4584785999995802,9610418
500000,46,19,1.4380326000000423,9610418
500000,46,20,1.4362537999995766,9610418
500000,46,21,1.449436500000047,9610418
500000,46,22,1.5099946000000273,9610418
500000,46,23,1.4367395999997825,9610418
500000,46,24,1.4369383000002927,9610418
500000,46,25,1.43432010000015,9610418
500000,46,26,1.4595362000000023,9610418
500000,46,27,1.4537312999991627,9610418
500000,46,28,1.4568504000008033,9610418
500000,46,29,1.480159900000217,9610418
500000,46,30,1.5106692999997904,10297868
1000000,42,1,3.8659089000002496,18675113
1000000,42,2,3.5642385000001013,18675113
1000000,42,3,3.5244643000005453,18675163
1000000,42,4,3.288198599999305,18727684
1000000,42,5,3.2199747999993633,18727684
1000000,42,6,3.3673908000000665,18727684
1000000,42,7,3.206923299999289,18821026
1000000,42,8,3.12387949999993,19071200
1000000,42,9,3.221044200000506,19071200
1000000,42,10,3.153366200000164,19071200
1000000,42,11,3.1521685999996407,19071200
1000000,42,12,3.157070499999463,19071200
1000000,42,13,3.1972626999995555,19071200
1000000,42,14,3.195434100000057,19071200
1000000,42,15,3.203311500000382,19883252
1000000,42,16,3.161417899999833,20218942
1000000,42,17,3.208026399999653,20218942
1000000,42,18,3.1763780999999653,20218942
1000000,42,19,3.2172719000000143,20218942
1000000,42,20,3.16147219999948,20218942
1000000,42,21,3.5443420999999944,20218942
1000000,42,22,3.589802499999678,20218942
1000000,42,23,3.214355699999942,20218942
1000000,42,24,3.1563820999999734,20218942
1000000,42,25,3.220303199999762,20218942
1000000,42,26,3.1806022999999186,20218942
1000000,42,27,3.2273321000002397,20218942
1000000,42,28,3.2123465000004217,20218942
1000000,42,29,3.1863041999995403,20218942
1000000,42,30,3.300664599999436,21593021
1000000,43,1,3.913877500000126,18673798
1000000,43,2,3.465799800000241,18673798
1000000,43,3,3.451541399999769,18673854
1000000,43,4,3.2484294999994745,18727631
1000000,43,5,3.2621893000005002,18727631
1000000,43,6,3.2956067999994048,18727631
1000000,43,7,3.2996519999996963,18820466
1000000,43,8,3.170921300000373,19071946
1000000,43,9,3.185363200000211,19071946
1000000,43,10,3.1379385000000184,19071946
1000000,43,11,3.1581617000001643,19071946
1000000,43,12,3.125545400000192,19071946
1000000,43,13,3.198955100000603,19071946
1000000,43,14,3.1524349000001166,19071946
1000000,43,15,3.166243399999985,19887596
1000000,43,16,3.1866627999997945,20224052
1000000,43,17,3.1745724000002156,20224052
1000000,43,18,3.1196641999995336,20224052
1000000,43,19,3.2175363000005746,20224052
1000000,43,20,3.1476831999998467,20224052
1000000,43,21,3.1553214000005028,20224052
1000000,43,22,3.156213100000059,20224052
1000000,43,23,3.1373931999996785,20224052
1000000,43,24,3.137002699999357,20224052
1000000,43,25,3.1595420000003287,20224052
1000000,43,26,3.1645660000003772,20224052
1000000,43,27,3.1375772000001234,20224052
1000000,43,28,3.2072456999994756,20224052
1000000,43,29,3.1705905999997412,20224052
1000000,43,30,3.244568199999776,21596931
1000000,44,1,3.889117599999736,18674025
1000000,44,2,3.4891850000003615,18674025
1000000,44,3,3.5314253999995344,18673927
1000000,44,4,3.2538147000004756,18727894
1000000,44,5,3.2571889999999257,18727894
1000000,44,6,3.264382999999725,18727894
1000000,44,7,3.223027400000319,18821981
1000000,44,8,3.149898900000153,19073446
1000000,44,9,3.1210942999996405,19073446
1000000,44,10,3.121151999999711,19073446
1000000,44,11,3.1698907999998482,19073446
1000000,44,12,3.1668399000000136,19073446
1000000,44,13,3.1601864000003843,19073446
1000000,44,14,3.197247099999913,19073446
1000000,44,15,3.1831763999998657,19888367
1000000,44,16,3.2089842000004865,20225381
1000000,44,17,3.194584599999871,20225381
1000000,44,18,3.1475424999998722,20225381
1000000,44,19,3.171269299999949,20225381
1000000,44,20,3.24425489999976,20225381
1000000,44,21,3.1656600999995135,20225381
1000000,44,22,3.1670068000003084,20225381
1000000,44,23,3.148267399999895,20225381
1000000,44,24,3.2145164000003206,20225381
1000000,44,25,3.2272290999999313,20225381
1000000,44,26,3.1364673000007315,20225381
1000000,44,27,3.174364499999683,20225381
1000000,44,28,3.17340299999978,20225381
1000000,44,29,3.1168751000004704,20225381
1000000,44,30,3.289935499999956,21598516
1000000,45,1,3.896636899999976,18673943
1000000,45,2,3.4883153999999195,18673943
1000000,45,3,3.468260700000428,18673755
1000000,45,4,3.2782351999994717,18727674
1000000,45,5,3.2249690999997256,18727674
1000000,45,6,3.291222900000321,18727674
1000000,45,7,3.2121774000006553,18820911
1000000,45,8,3.1619542999997066,19074024
1000000,45,9,3.1726324000001114,19074024
1000000,45,10,3.133190900000045,19074024
1000000,45,11,3.1346677999999883,19074024
1000000,45,12,3.1955486000006204,19074024
1000000,45,13,3.154475199999979,19074024
1000000,45,14,3.155488499999592,19074024
1000000,45,15,3.184295899999597,19886491
1000000,45,16,4.171588000000156,20220985
1000000,45,17,3.8738012000003437,20220985
1000000,45,18,4.096277700000428,20220985
1000000,45,19,3.288669200000186,20220985
1000000,45,20,3.2987752000008186,20220985
1000000,45,21,3.2855380999999397,20220985
1000000,45,22,3.3002957999997307,20220985
1000000,45,23,3.9985962000000654,20220985
1000000,45,24,3.7833411999999953,20220985
1000000,45,25,3.465104500000052,20220985
1000000,45,26,3.4518011000000115,20220985
1000000,45,27,3.3535351000000446,20220985
1000000,45,28,3.367081600000347,20220985
1000000,45,29,3.4110592000006363,20220985
1000000,45,30,3.469896399999925,21596130
1000000,46,1,4.093479799999841,18674393
1000000,46,2,3.7071847999995953,18674393
1000000,46,3,3.742238499999985,18674553
1000000,46,4,3.467567799999415,18727363
1000000,46,5,3.6017061000002286,18727363
1000000,46,6,4.0454409999993,18727363
1000000,46,7,3.715559199999916,18820267
1000000,46,8,3.6870659000005617,19071269
1000000,46,9,3.6649337999997442,19071269
1000000,46,10,3.939559499999632,19071269
1000000,46,11,3.6277484000002005,19071269
1000000,46,12,3.412117699999726,19071269
1000000,46,13,3.5662302000000636,19071269
1000000,46,14,3.4715041999997993,19071269
1000000,46,15,3.5253917,19882947
1000000,46,16,3.519083199999841,20218874
1000000,46,17,3.5230858000004446,20218874
1000000,46,18,3.4952032999999574,20218874
1000000,46,19,3.5164779999995517,20218874
1000000,46,20,3.572986499999388,20218874
1000000,46,21,3.5353887999999642,20218874
1000000,46,22,3.6987098999998125,20218874
1000000,46,23,3.7318483999997625,20218874
1000000,46,24,3.564297599999918,20218874
1000000,46,25,3.5532005000004574,20218874
1000000,46,26,3.5696691999992254,20218874
1000000,46,27,3.5702656000003117,20218874
1000000,46,28,3.5532548999999563,20218874
1000000,46,29,3.510107699999935,20218874
1000000,46,30,3.618338700000095,21597095
